epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1668127548,11/11/2022 00:45:48 +00:00,3,40.5522,-80.168,15143,"Industrial, chemical",,
1668129623,11/11/2022 01:20:23 +00:00,5,40.3614,-80.0091,15234,Steel Mill stink! Sulfer & burning rock smell,Liberty monitor *no data in the last hour (it stinks) ,
1668131706,11/11/2022 01:55:06 +00:00,4,40.3679,-79.9644,15227,"Industrial, gas, ",,
1668132560,11/11/2022 02:09:20 +00:00,4,40.4658,-79.9842,15212,,,
1668132642,11/11/2022 02:10:42 +00:00,3,40.434,-79.8839,15218,Industrial sulfur ,,2nd report
1668133023,11/11/2022 02:17:03 +00:00,5,40.4251,-79.9435,15207,Industrial ,"Eye irritation, coughing ",
1668134213,11/11/2022 02:36:53 +00:00,5,40.4239,-79.9399,15207,sulfur,"runny nose, headache",I am so sick of this. We can’t have any fresh air. Even with the windows closed it wakes me up. I wish I could move out of Pittsburgh. It is so often
1668136824,11/11/2022 03:20:24 +00:00,5,40.4204,-79.9388,15217,,,
1668137134,11/11/2022 03:25:34 +00:00,5,40.4853,-80.0462,15212,,,DAM STRAIGHT! I COULD FEEL IT! CHECKED AN ITS UP. WHATS GOING ON IN NEVILLE ISLAND INDUSTRIAL COMPLEX? ACHD - WORK WITH GASP! FIND THE CULPRITS!
1668137243,11/11/2022 03:27:23 +00:00,5,40.3651,-79.9204,15207,Heavy metallic sulfuric smell,"Headache, hard to breathe",
1668140908,11/11/2022 04:28:28 +00:00,5,40.3484,-79.8909,15034,"Industrial, acrid, burning. Officially calling it— US Steel and Steelworkers hate babies! My child is stuffy and has labored breathing. f*ck YOU. ACHD and local officials, when are we shutting them down?","Stuffiness, sore throat, baby with a stuffy nose that sets in exactly as the smell starts up and my husband and I also get a stuffy nose and phlegm. ",
1668141788,11/11/2022 04:43:08 +00:00,3,40.4538,-79.9522,15213,Weirdly chemicalish,Sore throat,
1668142961,11/11/2022 05:02:41 +00:00,4,40.4844,-80.0918,15136,Chemical smell...,,
1668145245,11/11/2022 05:40:45 +00:00,4,40.4379,-80.0199,15211,Industrial. Burnt plastic,Annoyance ,
1668145448,11/11/2022 05:44:08 +00:00,4,40.4213,-79.9971,15210,"Industrial, sulphurous",Asthma: chest tightness is very noticeable and started when the smell did,
1668146866,11/11/2022 06:07:46 +00:00,3,40.4316,-79.8147,15235,Wood and plastic burning ,None,"Why doesn’t Allegheny County Sheriffs do anything when we call to complain about residential bonfires?!?
My neighbors are literally polluting the entire zip code by burning extra lumber and plastic containers from their house addition & deck. "
1668154797,11/11/2022 08:19:57 +00:00,5,40.3904,-80.0459,15216,Sulphur- just awful,Throat irritation ,Woke up to take my dog out and was just about knocked over by the smell when I went outside. Not exaggerating when I say I could barely take a breath. Worst it’s ever been! Could not believe it. Awful. 
1668156578,11/11/2022 08:49:38 +00:00,4,40.3978,-80.0276,15216,Sulphur/tar,"Burning throat, cough",
1668166379,11/11/2022 11:32:59 +00:00,5,40.4856,-80.0467,15212,,,AWAKENED BY PHYSICAL SYMPTOMS JUST BEFORE SMELL ALERT SIGNALLED! ACHD-PUBLIC HEALTH IS YOUR ONLY MISSION. PROTECT ALL OF US FROM THESE AIR QUALITY ASSAULTS.
1668168330,11/11/2022 12:05:30 +00:00,5,40.518,-80.159,15108,Plastic type smell; heavy in byproducts ,Headaches; foul taste in the mouth; dizziness ,"Reside in Coraopolis adjacent to the river. Have reason to believe that every time it rains or there is obvious weather (ie. rain or active rain), that the companies located on Neville Island are releasing pollutants in hopes that they can be masked by the weather. "
1668168919,11/11/2022 12:15:19 +00:00,4,40.4888,-79.9235,15206,Just another day in paradise. /s,"Still have a splitting headache, tachycardia, anxiety, sleeplessness, irritated burning watering eyes, burning irritated nose, dry irritated throat, lungs that feel like I smoked a pack of cigarettes overnight.",
1668169546,11/11/2022 12:25:46 +00:00,5,40.4846,-80.0477,15212,,,
1668169904,11/11/2022 12:31:44 +00:00,5,40.4709,-79.9167,15206,Sulfur,"Trouble breathing, nausea",
1668170658,11/11/2022 12:44:18 +00:00,5,40.4201,-79.8944,15218,Sulfur,"Sore throat, congestion ",The air quality was so bad it woke me up. When will someone do something about this??
1668170807,11/11/2022 12:46:47 +00:00,3,40.4251,-80.001,15211,Industrial,,
1668173155,11/11/2022 13:25:55 +00:00,5,40.4857,-80.0496,15212,,,
1668173316,11/11/2022 13:28:36 +00:00,5,40.484,-80.0478,15212,,,AVALON MONITOR NEEDS AN ANOMETER OR WHATEVER THE WIND DIRECTION DEVICE IS CALLED. UNDER ADDRESSED POLLUTION BURDEN IN NORTH BOROUGH AIRSHED. THE MONEY IS THERE-PLEASE USE IT APPROPRIATELY!
1668175156,11/11/2022 13:59:16 +00:00,3,40.5424,-80.1777,15143,Chemical smell,,Plastic maybe
1668176022,11/11/2022 14:13:42 +00:00,5,40.2793,-79.8742,15037,Sulfur ,,
1668177625,11/11/2022 14:40:25 +00:00,4,40.4506,-79.913,15206,Same acrid industrial smell ,,
1668179317,11/11/2022 15:08:37 +00:00,3,40.4439,-79.9615,15213,Industrial ,,
1668179560,11/11/2022 15:12:40 +00:00,5,40.4213,-79.9398,15217,Eggs. Sulfur. ,,
1668179950,11/11/2022 15:19:10 +00:00,5,40.3376,-79.9342,15122,This is horrible that we have to breathe this garbage ,Headache burny nose wheezing ,Get this to stop.  Fines aren’t enough 
1668183765,11/11/2022 16:22:45 +00:00,4,40.3015,-79.8662,15037,,,
1668185429,11/11/2022 16:50:29 +00:00,5,40.2551,-79.9239,15025,,,
1668187354,11/11/2022 17:22:34 +00:00,4,40.2988,-79.8815,15025,"Rotten eggs, burning sewage","Itchy, watery eyes, sneezing, ear aches","A lot of loud sounds coming from the USX Clairton Coke Works. Sirens, bangs, booms similar to when other Mon Valley Episode Rules were passed."
1668188796,11/11/2022 17:46:36 +00:00,3,40.3476,-79.9675,15236,,,
1668194648,11/11/2022 19:24:08 +00:00,4,40.2586,-79.926,15025,Smells like gasoline,Headache,
1668196877,11/11/2022 20:01:17 +00:00,5,40.5183,-80.1658,15108,Industrial,,
1668197217,11/11/2022 20:06:57 +00:00,4,40.5125,-80.1528,15108,"Chemical , rotten eggs",,Was worse this morning.  
1668202374,11/11/2022 21:32:54 +00:00,4,40.3715,-80.0442,15228,,,
1668204665,11/11/2022 22:11:05 +00:00,4,40.3678,-79.9656,15227,Industrial,"Nausea, Headache",Same gross outdoor evening smell we've been smelling for weeks. Last night was very bad throughout the night. It gives my husband and I nausea and makes it hard to sleep.
1668211289,11/12/2022 00:01:29 +00:00,2,40.3342,-79.946,15236,"Industrial, rotten eggs",,
1668212364,11/12/2022 00:19:24 +00:00,2,40.458,-79.9114,15206,slightly chemical,immediate coughing and mild asthma attack; tightness in chest,smelled fine but triggered my asthma as soon as i stepped outside 
1668215048,11/12/2022 01:04:08 +00:00,1,40.5702,-79.9984,15101,,,
1668233693,11/12/2022 06:14:53 +00:00,2,40.5177,-79.8487,15139,Woody chemical ,,
1668244154,11/12/2022 09:09:14 +00:00,5,40.4874,-79.9236,15206,"The stench of greed. So, Rich Fitzgerald.","Woke me for deep sleep, insomnia, anxiety, tachycardia, burning irritated eyes, irritated nose, irritated throat, irritated lungs, bodily inflammation, pain, despair",
1668249689,11/12/2022 10:41:29 +00:00,4,40.3491,-79.891,15034,Clairton ,,
1668257006,11/12/2022 12:43:26 +00:00,5,40.3149,-80.0539,15102,That dirty burg smell! Can’t wait to move,,
1668257918,11/12/2022 12:58:38 +00:00,4,40.4844,-80.0478,15212,,,
1668264511,11/12/2022 14:48:31 +00:00,4,40.4842,-80.0485,15212,,,
1668274490,11/12/2022 17:34:50 +00:00,5,40.4849,-80.0476,15212,,,
1668283367,11/12/2022 20:02:47 +00:00,4,40.4966,-79.9041,15215,bitter chemical industrial burnt ,Headache eyes nose throat irritation ,
1668287227,11/12/2022 21:07:07 +00:00,4,40.4499,-79.9152,15206,"Industrial, acrid, extremely unpleasant",,
1668299737,11/13/2022 00:35:37 +00:00,5,40.6604,-79.7467,15065,,,
1668342675,11/13/2022 12:31:15 +00:00,5,40.3267,-79.8839,15045,Sulphur. Tar,Headache. Scratchy throat cough,
1668352298,11/13/2022 15:11:38 +00:00,3,40.4842,-80.0484,15212,,,
1668371168,11/13/2022 20:26:08 +00:00,5,40.5153,-80.1629,15108,Metallic,,
1668384236,11/14/2022 00:03:56 +00:00,1,40.4461,-79.9129,15217,,,Great air today
1668386605,11/14/2022 00:43:25 +00:00,1,40.5182,-79.8462,15139,,,
1668394570,11/14/2022 02:56:10 +00:00,4,40.4304,-79.9262,15217,Chemical,"Headache, nose & chest irritation",
1668451330,11/14/2022 18:42:10 +00:00,3,40.4419,-79.9624,15213,Industrial ,,
1668459431,11/14/2022 20:57:11 +00:00,2,40.4844,-80.0487,15212,,,
1668463204,11/14/2022 22:00:04 +00:00,5,40.4713,-80.1696,15108,Woodsmoke odor sickening,,
1668465992,11/14/2022 22:46:32 +00:00,4,40.3034,-79.9095,15025,Clairton Coke Works toxic sulfur gases ,Difficulty breathing ,
1668490790,11/15/2022 05:39:50 +00:00,5,40.3507,-79.9883,15236,Sulfur ,,
1668522163,11/15/2022 14:22:43 +00:00,4,40.4433,-79.9455,15213,Industrial ,Sore throat ,
1668524034,11/15/2022 14:53:54 +00:00,4,40.4058,-79.9041,15120,Sulphur acrid,Burning nose,"The usual steel mill pollution
"
1668526887,11/15/2022 15:41:27 +00:00,3,40.4844,-80.0486,15212,,,
1668531300,11/15/2022 16:55:00 +00:00,3,40.3715,-80.0856,15243,Traffic?,,
1668533800,11/15/2022 17:36:40 +00:00,4,40.3967,-79.8792,15122,Like rotten eggs ,Itching throat and burning sensation in eyes and nose!,
1668533945,11/15/2022 17:39:05 +00:00,4,40.3957,-79.8791,15122,Smells like rotten eggs ,Burning eyes and nose and throat is irritated ,
1668538148,11/15/2022 18:49:08 +00:00,3,40.369,-80.0771,15243,"Industrial, petroleum ","Nose, eye irritation ",
1668538368,11/15/2022 18:52:48 +00:00,3,40.4426,-79.9595,15213,Industrial exhaust ,,
1668543696,11/15/2022 20:21:36 +00:00,5,40.4364,-79.9659,15213,Burning tires,Headache,Getting sick of living in a city with poisoned air
1668549878,11/15/2022 22:04:38 +00:00,4,40.3145,-79.903,15025,Strong sulfer or chemical smell,Shortness of breath and head ache starting ,The odor is coming from United States steel. Clairton coke works. An obvious shift in wind and inversion.
1668552441,11/15/2022 22:47:21 +00:00,3,40.4844,-80.0495,15212,,,
1668556389,11/15/2022 23:53:09 +00:00,5,40.3669,-80.0166,15234,Woodsmoke,,
1668560535,11/16/2022 01:02:15 +00:00,3,40.3912,-79.868,15122,"Rotten eggs, sulphur",,
1668596547,11/16/2022 11:02:27 +00:00,4,40.4865,-79.9249,15206,It's coming from multiple directions now. Why?!,"Headache, irritated eyes, irritated nose, irritated throat, and lungs, tachycardia, anxiety, sleeplessness ",
1668600790,11/16/2022 12:13:10 +00:00,4,40.4843,-80.048,15212,,,
1668602719,11/16/2022 12:45:19 +00:00,3,40.5373,-80.1851,15143,Woodsmoke starting ,Headache,
1668608561,11/16/2022 14:22:41 +00:00,1,40.4471,-79.9949,15222,,,
1668609427,11/16/2022 14:37:07 +00:00,4,40.4849,-80.0459,15212,,,
1668609568,11/16/2022 14:39:28 +00:00,4,40.486,-80.0464,15212,DIRTY SOOTY ODORS ALONG WITH DIESEL AND OTHER EMISSIONS ,SORE SORE THROAT HEADACHE AND CHEST TIGHTNESS ,
1668610255,11/16/2022 14:50:55 +00:00,2,40.4506,-79.9579,15219,,,
1668634824,11/16/2022 21:40:24 +00:00,4,40.4344,-79.9654,15213,Dirty chemicals,Headache ,
1668642989,11/16/2022 23:56:29 +00:00,5,40.4851,-80.0474,15212,DIRTY AIR SEEPING THROUGH OLD WINDOWS I THINK-,HEADACHE/SORE THROAT/CHEST TIGHTNESS/PALPITATIONS HAVE SUBSIDED ,PUBLIC HEALTH IS PROTECTING OUR COMMUNITY HEALTH FROM INDUSTRIAL POLLUTERS!
1668648008,11/17/2022 01:20:08 +00:00,5,40.4841,-80.0463,15212,,,
1668650540,11/17/2022 02:02:20 +00:00,3,40.4341,-79.8824,15218,Industrial sulfur ,,
1668660703,11/17/2022 04:51:43 +00:00,2,40.4838,-79.9496,15201,,Stuffy nose ,
1668686780,11/17/2022 12:06:20 +00:00,4,40.3849,-79.8266,15137,Sulphuric ,,
1668691321,11/17/2022 13:22:01 +00:00,3,40.4862,-80.0474,15212,,,
1668694835,11/17/2022 14:20:35 +00:00,3,40.4428,-79.9591,15213,industrial exhaust (smells like skunk?),,
1668707883,11/17/2022 17:58:03 +00:00,4,40.4799,-79.9538,15201,Industrial,,
1668711353,11/17/2022 18:55:53 +00:00,3,40.4434,-79.9604,15213,Industrial exhaust ,,2nd report
1668716919,11/17/2022 20:28:39 +00:00,1,40.4619,-79.923,15206,,,
1668719510,11/17/2022 21:11:50 +00:00,4,40.5365,-80.1838,15143,Constant woodsmoke pollution,Headache throat,Please congested urban areas require laws as breathing not optional
1668728530,11/17/2022 23:42:10 +00:00,2,40.3728,-79.9652,15227,,,
1668771281,11/18/2022 11:34:41 +00:00,5,40.4888,-79.9258,15206,sulfuric f*rt air,"ear, nose, throat and eyes are burning. heavy congestion and headache.",US Steel is destroying our lives
1668772124,11/18/2022 11:48:44 +00:00,4,40.4007,-79.8389,15112,Sulphuric ,,
1668777454,11/18/2022 13:17:34 +00:00,5,40.3716,-80.0414,15228,,,
1668777685,11/18/2022 13:21:25 +00:00,5,40.4148,-80.0099,15226,"Is this app not functioning? 
It’s smelled like the 1850s for a week straight ",,
1668778917,11/18/2022 13:41:57 +00:00,3,40.4433,-79.9593,15213,Industrial exhaust,,
1668779313,11/18/2022 13:48:33 +00:00,3,40.3983,-79.8608,15104,,,
1668779448,11/18/2022 13:50:48 +00:00,4,40.4356,-79.8946,15221,Sour?,,
1668779824,11/18/2022 13:57:04 +00:00,5,40.4844,-80.0495,15212,,,
1668797172,11/18/2022 18:46:12 +00:00,4,40.4785,-79.9531,15201,Industrial,,
1668799325,11/18/2022 19:22:05 +00:00,4,40.5384,-80.1837,15143,Woodsmoke pollution odor,Headache sore throatnose,Polluting St James and St Stephens too with kids. Who is burning in dense urban area?  Please help
1668803148,11/18/2022 20:25:48 +00:00,5,40.4328,-79.9168,15217,,,
1668816050,11/19/2022 00:00:50 +00:00,5,40.6609,-79.7479,15065,Raw sewage,Headache and nausea ,
1668818441,11/19/2022 00:40:41 +00:00,4,40.3839,-80.0022,15234,Industrial.  This is a brand new stench and awful.  I suspect it's the cracker plant in Beaver.  ,Lungs and sinus irritation.  Sickening that makes my stomach upset. ,
1668824331,11/19/2022 02:18:51 +00:00,4,40.3477,-79.8249,15131,Sulfer,,
1668833528,11/19/2022 04:52:08 +00:00,4,40.4732,-80.1698,15108,Wood smell ,Burning eyes node throat,
1668876869,11/19/2022 16:54:29 +00:00,5,40.3926,-80.0333,15216,Sulfur!,,
1668895951,11/19/2022 22:12:31 +00:00,3,40.3982,-79.8617,15104,,,
1668923238,11/20/2022 05:47:18 +00:00,4,40.4279,-79.934,15217,Sewage,Stinging sinuses,
1668971996,11/20/2022 19:19:56 +00:00,3,40.4837,-80.0467,15212,,,
1668989063,11/21/2022 00:04:23 +00:00,4,40.3064,-80.0468,15102,Heavy woodsmoke since 2pm,,
1668992229,11/21/2022 00:57:09 +00:00,4,40.5153,-80.1608,15108,Industrial ,Burning nose,
1669024935,11/21/2022 10:02:15 +00:00,4,40.4382,-79.8956,15221,"Sulfur, burning ",Sleep disturbance ,
1669028207,11/21/2022 10:56:47 +00:00,4,40.442,-79.8915,15221,Rotten,,
1669030503,11/21/2022 11:35:03 +00:00,5,40.4487,-79.8582,15235,,,
1669033164,11/21/2022 12:19:24 +00:00,5,40.497,-79.906,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1669033535,11/21/2022 12:25:35 +00:00,3,40.4265,-79.8837,15218,Industrial coal. ,,
1669035170,11/21/2022 12:52:50 +00:00,5,40.514,-80.1523,15108,,,
1669035552,11/21/2022 12:59:12 +00:00,3,40.4398,-79.8956,15221,Sulfur ,,
1669035844,11/21/2022 13:04:04 +00:00,4,40.4142,-79.8455,15221,Sulfur all nght,Insomnia headache ,
1669035979,11/21/2022 13:06:19 +00:00,5,40.4412,-80.0339,15220,Burning chemicals,Headache and sinus pressure,All the way on 376 from forest hills to the sqirrel hill tunnel
1669036102,11/21/2022 13:08:22 +00:00,5,40.4259,-79.8833,15218,"Exhaust, smoke",Closing trachea ,
1669036435,11/21/2022 13:13:55 +00:00,3,40.4196,-79.9056,15218,"Us steel
",,
1669036589,11/21/2022 13:16:29 +00:00,4,40.4534,-79.9125,15206,Industrial ,,
1669047052,11/21/2022 16:10:52 +00:00,1,40.3337,-80.0325,15102,,,
1669052323,11/21/2022 17:38:43 +00:00,4,40.4836,-80.0475,15212,,,
1669057817,11/21/2022 19:10:17 +00:00,3,40.3994,-79.8605,15104,,,
1669061622,11/21/2022 20:13:42 +00:00,1,40.3067,-80.0462,15102,,,
1669075394,11/22/2022 00:03:14 +00:00,5,40.4768,-80.0393,15212,It smells like sh*t. Literally. ,,"Brighton Heights often gets a little stinky because of Alcosan. But tonight is exceptionally bad. I'm not sure if it's Alcosan this time, or if something else is to blame. "
1669081596,11/22/2022 01:46:36 +00:00,4,40.5135,-80.1538,15108,Burning garbage,,
1669095872,11/22/2022 05:44:32 +00:00,3,40.4318,-79.8115,15235,"Sulfuric, fumes from car engines and truck exhaust, and Union Railroad trains. ","Just a n*sty smell, like plastic burning. ",Especially bad exhaust fumes when the weather gets cold. The railroad trains are nearby the intersection of highway 22 and the Parkway 376; truck engine exhaust gets bad around here. 
1669104549,11/22/2022 08:09:09 +00:00,4,40.4226,-79.9,15218,Rotten eggs,,
1669105698,11/22/2022 08:28:18 +00:00,5,40.4777,-79.9254,15206,Industrial ,,
1669109196,11/22/2022 09:26:36 +00:00,5,40.3251,-79.884,15045,Rotten eggs ,Can’t breathe ,
1669115946,11/22/2022 11:19:06 +00:00,3,40.4437,-79.9063,15208,industrial a little sulphuric ,,
1669117234,11/22/2022 11:40:34 +00:00,5,40.3658,-79.861,15122,Mill. ,"Burning nasal passages, nausea, hard to inhale. This is sad, waking up to this smell permeating my house. I wish moving was a simpler task. ",
1669117243,11/22/2022 11:40:43 +00:00,4,40.436,-79.8917,15221,Industrial ,Headache,Smelling it inside my house 
1669117247,11/22/2022 11:40:47 +00:00,4,40.4769,-79.9179,15206,Industrial,,
1669117482,11/22/2022 11:44:42 +00:00,3,40.3133,-79.9017,15025,Chemical/sulfer/driveway sealing tar.,Shortness of breath ,Odor is from us steel clairton coke works
1669117735,11/22/2022 11:48:55 +00:00,4,40.4521,-79.9153,15206,"Oil, gas","Cough, throat irritation ",
1669118307,11/22/2022 11:58:27 +00:00,3,40.4655,-79.9393,15224,Industrial,,
1669119041,11/22/2022 12:10:41 +00:00,4,40.4513,-79.8742,15221,Rotten eggs,,
1669119046,11/22/2022 12:10:46 +00:00,3,40.4414,-79.9602,15213,Exhaust,,
1669119833,11/22/2022 12:23:53 +00:00,5,40.425,-79.8804,15218,,,
1669119845,11/22/2022 12:24:05 +00:00,5,40.4965,-79.9048,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1669120447,11/22/2022 12:34:07 +00:00,5,40.4521,-79.9112,15208,,,
1669120983,11/22/2022 12:43:03 +00:00,5,40.4543,-79.9328,15232,,,
1669120985,11/22/2022 12:43:05 +00:00,5,40.4263,-79.9198,15217,Happy polluted thanksgiving!,,
1669121011,11/22/2022 12:43:31 +00:00,5,40.472,-79.9169,15206,Sulfur,Trouble breathing,Pollution is a public health issue.
1669121090,11/22/2022 12:44:50 +00:00,4,40.4424,-79.918,15217,Industrial,,
1669121102,11/22/2022 12:45:02 +00:00,5,40.4315,-79.9158,15217,Industrial sh*t,Great having family in town while it smells like this! Thank for harming us all!,
1669121417,11/22/2022 12:50:17 +00:00,5,40.4319,-79.9174,15217,"Industrial, Fitzgerald can’t leave office soon enough!!",,
1669121459,11/22/2022 12:50:59 +00:00,4,40.4269,-79.8854,15218,Sulfur,,
1669121585,11/22/2022 12:53:05 +00:00,5,40.4371,-79.923,15217,Turn eggs,Woke me up in the middle of the night,This is why people are leaving the city. No one wants to live in a city with this much air pollution in the year 2022
1669121682,11/22/2022 12:54:42 +00:00,5,40.4246,-79.9342,15217,Rotten eggs ,"Massive headache, nausea ",This is getting real old. I’m so sick of getting woken up by these n*sty smells daily 
1669122590,11/22/2022 13:09:50 +00:00,3,40.4498,-79.9505,15213,Industrial ,Bad taste in throat ,
1669122719,11/22/2022 13:11:59 +00:00,5,40.4224,-79.9241,15217,Awful acrid stench. Sulfur smell. Steel mills.,,
1669122921,11/22/2022 13:15:21 +00:00,3,40.4464,-79.9535,15213,Rotten eggs,,
1669123028,11/22/2022 13:17:08 +00:00,5,40.4257,-79.9232,15217,Fitzgerald ,,
1669123172,11/22/2022 13:19:32 +00:00,4,40.424,-79.884,15218,,,
1669123173,11/22/2022 13:19:33 +00:00,5,40.4295,-79.8878,15218,"Hydrogen sulfide, misc US Steel stench",,
1669123616,11/22/2022 13:26:56 +00:00,3,40.4356,-79.9114,15217,Diesel exhaust probably,,
1669123814,11/22/2022 13:30:14 +00:00,5,40.3669,-79.8774,15122,US Steel,,
1669124016,11/22/2022 13:33:36 +00:00,5,40.4668,-79.9303,15206,"Sulfur, rotten eggs ","Headache, stuffy nose, shortness of breath",
1669124259,11/22/2022 13:37:39 +00:00,4,40.4734,-79.9238,15206,,,
1669124787,11/22/2022 13:46:27 +00:00,4,40.4503,-79.9521,15213,Industrial ,Eye problems ,
1669125064,11/22/2022 13:51:04 +00:00,5,40.4561,-80.0183,15233,Money hoarding rich Fitzgerald ,,
1669125211,11/22/2022 13:53:31 +00:00,4,40.4464,-79.9135,15217,,,
1669125397,11/22/2022 13:56:37 +00:00,4,40.4686,-79.9205,15206,"Chemical, industrial, pollution","Sore throat, itchy eyes, wakes you up from sleep, trouble breathing",Is anything being done about this?  I get that there is weather inversion but to think this is always happening somewhere is insane. 
1669125408,11/22/2022 13:56:48 +00:00,4,40.421,-79.8814,15218,"Industrial, sulfur etc ","Put a lid on it, A-holes...",
1669125577,11/22/2022 13:59:37 +00:00,4,40.4857,-80.0465,15212,,,
1669125692,11/22/2022 14:01:32 +00:00,4,40.3798,-79.8145,15035,Industrial ,,Rotten Eggs
1669126006,11/22/2022 14:06:46 +00:00,5,40.4283,-79.9165,15217,Industrial,,
1669126594,11/22/2022 14:16:34 +00:00,4,40.4953,-80.2018,15108,Rotten eggs,Nausea,
1669129554,11/22/2022 15:05:54 +00:00,5,40.4492,-79.9019,15208,Industrial,Sore throat and itchy eyes,
1669131688,11/22/2022 15:41:28 +00:00,5,40.4849,-80.0458,15212,,,
1669136540,11/22/2022 17:02:20 +00:00,5,40.436,-79.9667,15213,,,
1669139141,11/22/2022 17:45:41 +00:00,5,40.4265,-79.9201,15217,Rich Fitzgerald ,,
1669139166,11/22/2022 17:46:06 +00:00,5,40.4337,-79.8979,15218,Industrial ,None,Smells like rotten eggs. Mostly happens in the morning hours
1669140715,11/22/2022 18:11:55 +00:00,5,40.4632,-79.9414,15224,,,
1669141793,11/22/2022 18:29:53 +00:00,3,40.4584,-79.9175,15206,industrial stink,headache,
1669142292,11/22/2022 18:38:12 +00:00,3,40.3988,-79.8626,15104,,,
1669145058,11/22/2022 19:24:18 +00:00,5,40.4838,-80.0475,15212,,,
1669153668,11/22/2022 21:47:48 +00:00,5,40.4406,-79.8906,15221,Sulfur since morning,,
1669156973,11/22/2022 22:42:53 +00:00,5,40.4841,-80.0484,15212,,,
1669158506,11/22/2022 23:08:26 +00:00,4,40.3979,-79.8609,15104,,,
1669163303,11/23/2022 00:28:23 +00:00,3,40.5714,-79.9981,15101,Smells like a broccoli f*rt,,
1669164560,11/23/2022 00:49:20 +00:00,4,40.4846,-80.0355,15212,Rotten eggs ,,
1669167576,11/23/2022 01:39:36 +00:00,5,40.3361,-79.8693,15133,Industrial ,Nose and throat burning,
1669168940,11/23/2022 02:02:20 +00:00,5,40.3649,-79.861,15122,Smells like boomers are hard at work destroying the planet.,,
1669169382,11/23/2022 02:09:42 +00:00,5,40.478,-80.0385,15212,Still smelling like poo.,,
1669169837,11/23/2022 02:17:17 +00:00,5,40.4165,-79.878,15218,"Really bad industrial, sulphuric ",Headache and sore nose burning throat ,
1669170243,11/23/2022 02:24:03 +00:00,5,40.4207,-79.9267,15217,,,
1669171456,11/23/2022 02:44:16 +00:00,5,40.486,-80.0486,15212,,,
1669171541,11/23/2022 02:45:41 +00:00,4,40.4285,-79.8865,15218,rotten eggs!!!!!,,awful! 
1669173983,11/23/2022 03:26:23 +00:00,3,40.4451,-79.9075,15208,,,
1669174045,11/23/2022 03:27:25 +00:00,4,40.4262,-79.8831,15218,Industrial,,
1669174094,11/23/2022 03:28:14 +00:00,5,40.4477,-79.9184,15206,Industrial Clairton USSteel ,"Cancer, asthma, you’re harming my CHILDREN US Steel",
1669174200,11/23/2022 03:30:00 +00:00,5,40.4267,-79.9223,15217,USS Steel poison,,
1669175901,11/23/2022 03:58:21 +00:00,5,40.4063,-79.8714,15104,,,
1669176912,11/23/2022 04:15:12 +00:00,5,40.4407,-79.8376,15235,,,
1669177359,11/23/2022 04:22:39 +00:00,4,40.4334,-79.8881,15218,sulfur ,,
1669178516,11/23/2022 04:41:56 +00:00,4,40.4688,-79.9182,15206,chemical,throat and nose burning,
1669179243,11/23/2022 04:54:03 +00:00,4,40.3614,-79.8773,15122,,,
1669179789,11/23/2022 05:03:09 +00:00,4,40.4323,-79.8148,15235,Diesel engine exhaust & sulfur. ,Mild burn in nostrils. ,"What’s with the sulphuric smell in the air now?
Is it from car & truck exhaust, or the Union Railroad in Duff & Thompson Run?"
1669180068,11/23/2022 05:07:48 +00:00,5,40.4699,-79.9262,15206,hydrogen sulfide ,"insomnia, congestion, irritability ","It smells so bad inside my freaking apartment. 
I can’t escape the stench. "
1669183446,11/23/2022 06:04:06 +00:00,4,40.4562,-79.9272,15232,,,
1669184433,11/23/2022 06:20:33 +00:00,4,40.4204,-79.8824,15218,burnt peanut butter and eggy farts,was outside for a short period of time and feel headachy ,
1669186789,11/23/2022 06:59:49 +00:00,5,40.3474,-79.8904,15034,Industrial. ,"Sore throat, so much phlegm. My baby woke me up with their phlegmy noises, and since they can’t clear their own airways, I had to help him— read that again ACHD: the pollution was so bad it’s inside my house and made my baby so congested the sound of him trying to BREATH woke me up. What he’ll do we live in? Why can’t we breath safe air? SHUT DOWN US STEEL.",
1669187127,11/23/2022 07:05:27 +00:00,5,40.3469,-79.8917,15034,Acrid. Industrial. Poisonous. ,Headache. Sore throat. Irritated nasal passages. ,"Thank you US Steel and USW for continually poisoning our air. So much so, that we run two air filters in the upstairs of our home so our 8 week old son doesn’t scream all night from his own irritated nasal passages and sore throat. 
Thank you for poisoning us so you can make a buck. 
Thank you for poisoning us because installing the environmental equipment to keep us healthy would just be too much to ask. 
Thank you for the future cancers. 

When your folks have their Go Fund Me’s for their own illnesses born from this miserable industry because your healthcare is sh*t, you can bet we wont help out. 

We will all suffer your inability to have any empathy or humanity. "
1669197073,11/23/2022 09:51:13 +00:00,5,40.4531,-79.8718,15221,Sulphuric / rotten eggs,"Burning nostrils, headache",The worst I’ve smelled in a while. It woke me up!
1669197281,11/23/2022 09:54:41 +00:00,4,40.4318,-79.9255,15217,"Acrid, sulphuric, industrial ","Respiratory irritation, headache",
1669197843,11/23/2022 10:04:03 +00:00,3,40.57,-79.9979,15101,,,
